"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","WaterLevel_WaterLevel","Lithology_DepthToTop","Lithology_DepthToBottom","Lithology_LithologyName","Lithology_MaterialType","Lithology_HardnessQualifier"
"Dept Water - Pretoria","2526AA00100","Borehole","-25.21730","26.21635","54.86","22.86","70.71","Norite","Consolidated",
"Dept Water - Pretoria","2529BA00043","Borehole","-25.21730","29.71308","8.53","0.00","21.03","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00043","Borehole","-25.21730","29.71308","8.53","21.03","56.39","Granite","Consolidated",
"Dept Water - Pretoria","2526AA00206","Borehole","-25.21729","26.11634","38.71","0.00","1.52","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00206","Borehole","-25.21729","26.11634","38.71","1.52","3.66","Boulders & Sand","Unconsolidated",
"Dept Water - Pretoria","2526AA00206","Borehole","-25.21729","26.11634","38.71","3.66","20.73","Sand","Unconsolidated",
"Dept Water - Pretoria","2526AA00206","Borehole","-25.21729","26.11634","38.71","20.73","24.99","Boulders","Unconsolidated",
"Dept Water - Pretoria","2526AA00206","Borehole","-25.21729","26.11634","38.71","24.99","69.49","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00089","Borehole","-25.21729","26.21634","33.53","0.00","1.22","Alluvium","Unconsolidated",
"Dept Water - Pretoria","2526AA00089","Borehole","-25.21729","26.21634","33.53","1.22","30.48","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00089","Borehole","-25.21729","26.21634","33.53","30.48","33.53","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00089","Borehole","-25.21729","26.21634","33.53","33.53","37.79","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00089","Borehole","-25.21729","26.21634","33.53","37.79","42.67","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00089","Borehole","-25.21729","26.21634","33.53","42.67","73.15","Quartzite","Consolidated",
"Dept Water - Pretoria","2529BA00015","Borehole","-25.21729","29.65391","28.00","0.00","27.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2529BA00015","Borehole","-25.21729","29.65391","28.00","27.00","29.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2529BA00015","Borehole","-25.21729","29.65391","28.00","29.00","41.00","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00042","Borehole","-25.21729","29.71307","24.38","0.00","28.35","Norite","Consolidated",
"Dept Water - Pretoria","2529BA00042","Borehole","-25.21729","29.71307","24.38","28.35","29.87","Norite","Consolidated",
"Dept Water - Pretoria","2529BA00042","Borehole","-25.21729","29.71307","24.38","29.87","30.78","Norite","Consolidated","Hard"
"Dept Water - Pretoria","2526AA00204","Borehole","-25.21728","26.11634",,"0.00","1.22","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00204","Borehole","-25.21728","26.11634",,"1.22","15.24","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00204","Borehole","-25.21728","26.11634",,"15.24","22.86","Shale","Consolidated",
"Dept Water - Pretoria","2526AA00204","Borehole","-25.21728","26.11634",,"22.86","24.38","Granite","Consolidated",
"Dept Water - Pretoria","2526AA00204","Borehole","-25.21728","26.11634",,"24.38","52.43","Granite","Consolidated",
"Dept Water - Pretoria","2526AA00087","Borehole","-25.21728","26.21634","22.25","0.00","5.79","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00087","Borehole","-25.21728","26.21634","22.25","5.79","19.51","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00087","Borehole","-25.21728","26.21634","22.25","19.51","23.16","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00087","Borehole","-25.21728","26.21634","22.25","23.16","35.05","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00087","Borehole","-25.21728","26.21634","22.25","35.05","36.27","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00087","Borehole","-25.21728","26.21634","22.25","36.27","39.32","Quartzite","Consolidated",
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.00",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.05",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.07",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.15",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.30",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.44",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.50",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.57",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.64",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.69",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.71",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.80",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.90",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.92",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.95",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.97",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","4.98",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","5.18",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","5.20",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","5.21",,,,,
"Dept Water - North West","2527BA00005","Borehole","-25.21728","27.55247","5.55",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","3.22",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","5.11",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","6.10",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","6.78",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","7.01",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","7.03",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","7.32",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","7.79",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","7.88",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","7.93",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","8.05",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","8.08",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","8.20",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","8.28",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","8.64",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","8.78",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","8.84",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","8.87",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","8.95",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.01",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.08",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.10",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.19",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.22",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.27",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.29",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.36",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.37",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.40",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.46",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.47",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.52",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.54",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.58",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.59",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.61",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.63",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.65",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.69",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.75",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.79",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.80",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.87",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.89",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.92",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","9.95",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.07",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.15",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.16",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.20",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.23",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.28",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.29",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.32",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.35",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.42",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.44",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.59",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.69",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","10.76",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","11.17",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","11.31",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","11.86",,,,,
"Dept Water - Limpopo","2528AB00003","Borehole","-25.21728","28.29971","30.23",,,,,
"Dept Water - Pretoria","2529BA00041","Borehole","-25.21728","29.71307","26.82","0.00","30.18","Norite","Consolidated",
"Dept Water - Pretoria","2529BA00041","Borehole","-25.21728","29.71307","26.82","30.18","34.44","Norite","Consolidated",
"Dept Water - Pretoria","2529BA00041","Borehole","-25.21728","29.71307","26.82","34.44","39.01","Norite","Consolidated","Hard"
"Dept Water - Pretoria","2526AA00202","Borehole","-25.21727","26.11634","33.53","0.00","0.91","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00202","Borehole","-25.21727","26.11634","33.53","0.91","1.52","NO SAMPLE",,
"Dept Water - Pretoria","2526AA00202","Borehole","-25.21727","26.11634","33.53","1.52","7.32","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00202","Borehole","-25.21727","26.11634","33.53","7.32","35.05","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00202","Borehole","-25.21727","26.11634","33.53","35.05","55.17","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00203","Borehole","-25.21727","26.11635","78.00","0.00","6.00","Boulders","Unconsolidated",
"Dept Water - Pretoria","2526AA00203","Borehole","-25.21727","26.11635","78.00","6.00","96.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00205","Borehole","-25.21727","26.11636","27.43","0.00","3.05","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00205","Borehole","-25.21727","26.11636","27.43","3.05","22.86","Granite","Consolidated",
"Dept Water - Pretoria","2526AA00205","Borehole","-25.21727","26.11636","27.43","22.86","24.99","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2526AA00205","Borehole","-25.21727","26.11636","27.43","24.99","45.72","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00205","Borehole","-25.21727","26.11636","27.43","45.72","61.26","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00208","Borehole","-25.21727","26.11637","39.01","0.00","1.22","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00208","Borehole","-25.21727","26.11637","39.01","1.22","32.30","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00208","Borehole","-25.21727","26.11637","39.01","32.30","45.42","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00208","Borehole","-25.21727","26.11637","39.01","45.42","60.35","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00211","Borehole","-25.21727","26.11638","15.24","0.00","0.91","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00211","Borehole","-25.21727","26.11638","15.24","0.91","6.10","Gravel","Unconsolidated",
"Dept Water - Pretoria","2526AA00211","Borehole","-25.21727","26.11638","15.24","6.10","7.32","Boulders","Unconsolidated",
"Dept Water - Pretoria","2526AA00211","Borehole","-25.21727","26.11638","15.24","7.32","9.75","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00211","Borehole","-25.21727","26.11638","15.24","9.75","21.18","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00211","Borehole","-25.21727","26.11638","15.24","21.18","28.65","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00211","Borehole","-25.21727","26.11638","15.24","28.65","28.96","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00211","Borehole","-25.21727","26.11638","15.24","28.96","45.72","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00216","Borehole","-25.21727","26.11640","41.15","0.00","15.24","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00216","Borehole","-25.21727","26.11640","41.15","15.24","63.70","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00218","Borehole","-25.21727","26.11641","36.58","0.00","32.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00218","Borehole","-25.21727","26.11641","36.58","32.00","80.77","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00220","Borehole","-25.21727","26.11642","42.67","0.00","36.58","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00220","Borehole","-25.21727","26.11642","42.67","36.58","46.63","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00222","Borehole","-25.21727","26.11643","42.67","0.00","24.38","Boulder Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00222","Borehole","-25.21727","26.11643","42.67","24.38","51.82","Hornfels","Consolidated",
"Dept Water - Pretoria","2526AA00222","Borehole","-25.21727","26.11643","42.67","51.82","61.26","Lava","Consolidated",
"Dept Water - Pretoria","2526AA00224","Borehole","-25.21727","26.11644","33.53","0.00","4.57","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00224","Borehole","-25.21727","26.11644","33.53","4.57","35.05","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00224","Borehole","-25.21727","26.11644","33.53","35.05","76.20","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00224","Borehole","-25.21727","26.11644","33.53","76.20","91.74","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00226","Borehole","-25.21727","26.11645",,"0.00","3.96","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00226","Borehole","-25.21727","26.11645",,"3.96","97.54","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00228","Borehole","-25.21727","26.11646",,"0.00","3.05","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00228","Borehole","-25.21727","26.11646",,"3.05","12.19","NO SAMPLE",,
"Dept Water - Pretoria","2526AA00228","Borehole","-25.21727","26.11646",,"12.19","36.58","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00228","Borehole","-25.21727","26.11646",,"36.58","86.87","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00230","Borehole","-25.21727","26.11647","41.15","0.00","0.61","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00230","Borehole","-25.21727","26.11647","41.15","0.61","25.91","Boulders","Unconsolidated",
"Dept Water - Pretoria","2526AA00230","Borehole","-25.21727","26.11647","41.15","25.91","92.96","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00232","Borehole","-25.21727","26.11648",,"0.00","4.57","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00232","Borehole","-25.21727","26.11648",,"4.57","16.76","Boulders","Unconsolidated",
"Dept Water - Pretoria","2526AA00232","Borehole","-25.21727","26.11648",,"16.76","103.63","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00234","Borehole","-25.21727","26.11649","36.58","0.00","3.05","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00234","Borehole","-25.21727","26.11649","36.58","3.05","24.38","Boulders","Unconsolidated",
"Dept Water - Pretoria","2526AA00234","Borehole","-25.21727","26.11649","36.58","24.38","39.93","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00234","Borehole","-25.21727","26.11649","36.58","39.93","129.84","Hornfels","Consolidated",
"Dept Water - Pretoria","2526AA00234","Borehole","-25.21727","26.11649","36.58","129.84","146.61","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00236","Borehole","-25.21727","26.11650",,"0.00","76.00","Granite","Consolidated",
